SID,Commentaires éventuels (sur le formulaire ou sur votre situation personnelle),Note personnelle,Commentaires éventuels (sur le formulaire ou sur votre appréciation personnelle de l'enseignement),Note enseignement,Commentaires éventuels (sur le formulaire ou sur votre appréciation personnelle de la recherche),Note recherche,Pouvez-vous expliquer vos réponses merci ...,Note merci,Totalite des commentaires,Note totalite
15904365,rattaché à une petite composante de l université de poitiers mais qui n est pas une ufr ni une école d ingé,0.7795042,beaucoup de charge due à un petit nombre d étudiants procéduriers en augmentation beaucoup de temps passé au suivi des alternants nombre d alternants en augmentation beaucoup de réorganisation des enseignements par une succession de réformes lourdes beaucoup de temps passé à trouver des sous pour des dispositifs pédagogiques innovants beaucoup de temps et d énergie perdus dans le covid,0.1267673,j aime toujours faire de la recherche mais en faire me mène au surmenage j en suis à devoir faire de mon activité pédagogique un thème de recherche,0.17521444,enseignant chercheur oui mais pas en france,0.13174132,rattaché à une petite composante de l université de poitiers mais qui n est pas une ufr ni une école d ingé beaucoup de charge due à un petit nombre d étudiants procéduriers en augmentation beaucoup de temps passé au suivi des alternants nombre d alternants en augmentation beaucoup de réorganisation des enseignements par une succession de réformes lourdes beaucoup de temps passé à trouver des sous pour des dispositifs pédagogiques innovants beaucoup de temps et d énergie perdus dans le covid j aime toujours faire de la recherche mais en faire me mène au surmenage j en suis à devoir faire de mon activité pédagogique un thème de recherche enseignant chercheur oui mais pas en france,0.06705621
15908558,plusieurs lieux d enseignement donc le temps peut varier de mn à mn en transport en commun,0.48647767,j aime toujours enseigner mais j aime de moins en moins le temps passé à batailler pour les emplois du temps les notes finales des ues à calculer soi même etc,0.24390656,,,pour ce qui est de la répartition era pas très pertinent certaines responsabilités font qu il devient très difficile pour pas dire illusoire de continuer une activité de recherche certains projets avec leur gestion mériteraient un arrêt de l enseignement etc,0.65091133,plusieurs lieux d enseignement donc le temps peut varier de mn à mn en transport en commun j aime toujours enseigner mais j aime de moins en moins le temps passé à batailler pour les emplois du temps les notes finales des ues à calculer soi même etc pour ce qui est de la répartition era pas très pertinent certaines responsabilités font qu il devient très difficile pour pas dire illusoire de continuer une activité de recherche certains projets avec leur gestion mériteraient un arrêt de l enseignement etc,0.6125893
15909012,distance en temps pour transiter de votre lieu d enseignement à celui de la recherche si sur l antenne locale min sinon nombre moyen d étudiants inscrits sur l ensemble de vos formations toutes années confondues pas d autres formations au sein de l ufr informatique sinon étudiants ailleurs,0.35255727,constat principal de trop d heures d enseignement j ai été chargé de mission puis vice président ans je n ai jamais pu bénéficier de ma décharge d enseignement h car il fallait faire tourner les formations ou ne pas avoir de solidarité avec mes collègues de ma spécialité sur lesquels allait retomber mes heures pas assez de professionnels externes disponibles nuance enseigner ne m a jamais dérangé je ne compte pas mes heures car il faut former les jeunes mais je préfère la recherche plus stimulant,0.24967305,j ai eu de la chance au niveau financement de la recherche des dernières années et ne me plains pas de réussite au premier coup h et pia mais jamais de financement de thèse toutefois faire de la recherche en étant indépendant de contrats projets est bien plus gratifiant pouvoir s associer avec un industriel et travailler librement avec lui sans contraintes pour peu que cet industriel autorise son personnel à s engager plus facile avec des petites entreprises plus difficile avec les grandes message synthétique laissez nous faire de la recherche mettez nous en place un système qui va permettre de gérer et former l augmentation des jeunes qui nous arrive pour les prochaines années sans dépasser nos h annuelles y compris pour ceux qui devront gérer les formations,0.2790825,pensez vous avoir de bonnes chances de progresser dans votre carrière changement de grade de classe oui réponse un peu opposée à la page précédente car le contexte des années a venir est favorable mais c est le hasard,0.8634238,distance en temps pour transiter de votre lieu d enseignement à celui de la recherche si sur l antenne locale min sinon nombre moyen d étudiants inscrits sur l ensemble de vos formations toutes années confondues pas d autres formations au sein de l ufr informatique sinon étudiants ailleurs constat principal de trop d heures d enseignement j ai été chargé de mission puis vice président ans je n ai jamais pu bénéficier de ma décharge d enseignement h car il fallait faire tourner les formations ou ne pas avoir de solidarité avec mes collègues de ma spécialité sur lesquels allait retomber mes heures pas assez de professionnels externes disponibles nuance enseigner ne m a jamais dérangé je ne compte pas mes heures car il faut former les jeunes mais je préfère la recherche plus stimulant j ai eu de la chance au niveau financement de la recherche des dernières années et ne me plains pas de réussite au premier coup h et pia mais jamais de financement de thèse toutefois faire de la recherche en étant indépendant de contrats projets est bien plus gratifiant pouvoir s associer avec un industriel et travailler librement avec lui sans contraintes pour peu que cet industriel autorise son personnel à s engager plus facile avec des petites entreprises plus difficile avec les grandes message synthétique laissez nous faire de la recherche mettez nous en place un système qui va permettre de gérer et former l augmentation des jeunes qui nous arrive pour les prochaines années sans dépasser nos h annuelles y compris pour ceux qui devront gérer les formations pensez vous avoir de bonnes chances de progresser dans votre carrière changement de grade de classe oui réponse un peu opposée à la page précédente car le contexte des années a venir est favorable mais c est le hasard,0.86020166
15909225,la question votre ancienneté dans la profession d enseignantchercheur permanent ou non n est pas assez précise doit on compter les années de doctorat quand on a été allocataire de recherche et moniteur de l enseignement supérieur je les ai comptées sans explications la question nombre moyen d étudiants inscrits sur l ensemble de vos formations toutes années confondues est incompréhensible de quelles années s agit il que signifie le vos dans vos formations sur quoi doit être calculée la moyenne,0.85573155,dans le tableau qui suit la question nombre d heures complémentaires en moyenne ces deux dernières années il n est absolument pas question des deux dernières années mais de cette année et des cinq dernière années quelqu un a t il relu ce questionnaire dans la question dans evaluation de vous enseignements au delà du vous que signifie évaluation ici relations et nombre sont des choses très différentes et qui ne sont pas liées par exemple si j ai de très bons rapports avec les membres de l équipe pédagogique mais qu un manque très important de bras dans cette équipe rend les conditions d enseignements très difficile que fait il répondre que signifie les réponses aux deux dernière questions concernant les responsabilités ce n est pas clair du tout est ce que ça veut dire si vous avez ces responsabilités ou si vous avez eu ces responsabilités alors mes conditions pour les exercer sont c est ainsi que je les ai interprétées que veut dire responsable de filière j ai répondu nspp car je ne sais pas si je suis concerné en plus on ne sait pas si ça concerne le présent ou le passé même récent,0.23302707,toujours le problème de fusion du critère de nombre et de relations si les relations sont très bonnes mais le nombre très insuffisant que faut il répondre les réponses proposées pour la question appréciation personnelle sur la recherche ne permettent pas d exprimer mon appréciation je suis étonné de ne pas voir de question en relation avec l impact en termes de concurrence entre les collègues et l évolution du financement de la recherche ainsi que l évolution de nos carrière cette dernière évolution crée beaucoup de frustrations et donne un sentiment d écoeurement à beaucoup de personnes ne serait ce que sur ce point je n encouragerai personne à devenir enseignant chercheur bien sûr les requins dents longues et autre ambitieux sans scrupules peuvent y trouver leur place sans les étudiants y compris les doctorants j aurais essayé de quitter ce métier si j avais su ce qu il deviendrais j aurais beaucoup hésité à m engager dans cette voie,0.15610363,contraintes administratives croissantes chronophages et sclérosantes qui auto justifient la complexité administrative à l encontre du coeur de notre métier qui nécessite des conditions sereines pour innover expérimenter créer transmettre et diffuser des connaissances perte de l esprit du travail en équipe par une volonté de séparer l administration des enseignants chercheurs au lieu de favoriser la vraie collaboration pour participer aux mêmes missions mise en concurrence croissante entre collègues pour l obtention de financements pour l enseignement et surtout pour la recherche et pour l obtention des promotions et des primes des évaluations sans cesse avec tous les biais qui les accompagnent pour obtenir le moindre financement pour gagner un peu plus en obtenant une prime qui devrait nous faire oublier nos salaires qu il ne faut surtout pas comparer avec celui de copains qui ont eu la bonne idée d aller travailler en entreprise manque énorme de recrutements et nombre croissant d étudiants dont il n est pas possible car je ne suis pas en iut de contrôler les flux impliquant un investissement déraisonnable avec un nombre d heures de travail heures complémentaires travail le soir week end vacances acceptées à cause de la conscience de chacun surtout envers les étudiants doctorants compris et de l espoir de ne pas se fermer les portes d une éventuelle évolution de carrière et surtout pour ceux qui essaient malgré les conditions de remplir au mieux les deux missions qui forment le nom de notre métier burn out de collègues mise en disponibilité de collègues qui partent dans des entreprises et qui ne reviendront probablement jamais mépris de certains responsables envers les collègues manque de confiance désir de tout contrôler de certains responsables notamment administratifs nécessité de devoir tout faire soi même car disparition des supports et des soutiens on passe de plus en plus de notre temps en dehors du coeur de notre métier faire de la comptabilité lire les textes juridiques rédiger des réponses à appels à projet rédiger des dossiers d évaluation faire du travail administratif de scolarité chercher des billets d avions remplir des formulaires mal tournés pour le nième fois remplacer la communication basique par le dépôt de tickets demander des autorisations pour tout je suis dans une zrr devoir attendre des jours pour un problème qui aurait dû être réglé en cinq minutes etc tous ces éléments ont participé à la dégradation progressive de nos conditions de travail et mènent souvent à un sentiment d écoeurement très fort pour ceux qui sont consciencieux respectueux pas trop égoïstes et qui gardent quelques scrupules pour les autres c est un terrain de jeu amusant si on rajoute à tout cela les bonnes conditions actuelles dans le monde des entreprises du domaine où les jeunes négocient des salaires de départ qui rendent ridicules les nôtres avec des conditions de travail incomparables ils peuvent rentrer chez eux le soir et ne pas retravailler une partie de la nuit prendre leurs week ends et leurs vacances sans travailler et surtout sans culpabiliser quel métier étrange et plein d hypocrisie que celui où on a pleuré pendant des années parce que le doctorat n était pas reconnu mais où on a longtemps obligé pour être candidat à un poste d enseignant chercheur à être qualifié discréditant ainsi publiquement le doctorat quel métier étrange où des collègues ont arrêté de faire la moitié de leur métier la recherche mais siègent dans des commissions et autres conseils dans lesquels ils se permettent de juger les dossiers de collègues y compris et surtout puisqu il y a des indicateurs sur le volet recherche et quand ils jugent l investissement collectif l appartenance actuelle ou passée à la même commission ou conseil est un avantage considérable quel métier plein d hypocrisie où on se fait croire que l on juge les trois volets d un dossier mais où en réalité c est la recherche qui est d abord et significativement prise en compte quel métier étrange et plein d hypocrisie que celui où on récompense ceux qui ont un bon dossier en leur permettant de faire moins ou plus du tout d enseignement une charge au sens péjoratif pour pouvoir faire davantage de recherche l activité noble tout en laissant les collègues assumer la charge d enseignement supplémentaire et augmenter ses chances de promotions et d évolution de carrière pendant que les autres font le sale boulot c est à dire tourner la boutique s il n y avait pas les étudiants je pense que j aurais arrêté ps ce formulaire n a pas été relu il y a encore un vous à la place de vos dans cette question beaucoup de questions sont ambiguë ou imprécises des explications auraient dû les accompagner l aspect temporel n est pas clair ou assez pris en compte le regroupement de la notion de relations et de nombre ne permet pas de donner des réponses claires l échelle de réponse change et le sens aussi on est passé de à ci dessus les réponses des pages précédentes parlaient de satisfaction ci dessous ce seraient plutôt des réponses du type oui non ci dessus j ai supposé que signifiait non absolument pas ci dessous il y a marqué nouveau champ conteneur comme je l ai écrit plus haut un travail rigoureux de relecture aurait été le bienvenu sur la forme mais aussi sur le fond je ne pense pas qu il puisse permettre de refléter correctement notre notre ressenti sur nos conditions de travail et sur les évolutions de notre métier mais ce formulaire a le mérite d exister même si je doute qu il serve finalement à quelque chose,0.1997665,la question votre ancienneté dans la profession d enseignantchercheur permanent ou non n est pas assez précise doit on compter les années de doctorat quand on a été allocataire de recherche et moniteur de l enseignement supérieur je les ai comptées sans explications la question nombre moyen d étudiants inscrits sur l ensemble de vos formations toutes années confondues est incompréhensible de quelles années s agit il que signifie le vos dans vos formations sur quoi doit être calculée la moyenne dans le tableau qui suit la question nombre d heures complémentaires en moyenne ces deux dernières années il n est absolument pas question des deux dernières années mais de cette année et des cinq dernière années quelqu un a t il relu ce questionnaire dans la question dans evaluation de vous enseignements au delà du vous que signifie évaluation ici relations et nombre sont des choses très différentes et qui ne sont pas liées par exemple si j ai de très bons rapports avec les membres de l équipe pédagogique mais qu un manque très important de bras dans cette équipe rend les conditions d enseignements très difficile que fait il répondre que signifie les réponses aux deux dernière questions concernant les responsabilités ce n est pas clair du tout est ce que ça veut dire si vous avez ces responsabilités ou si vous avez eu ces responsabilités alors mes conditions pour les exercer sont c est ainsi que je les ai interprétées que veut dire responsable de filière j ai répondu nspp car je ne sais pas si je suis concerné en plus on ne sait pas si ça concerne le présent ou le passé même récent toujours le problème de fusion du critère de nombre et de relations si les relations sont très bonnes mais le nombre très insuffisant que faut il répondre les réponses proposées pour la question appréciation personnelle sur la recherche ne permettent pas d exprimer mon appréciation je suis étonné de ne pas voir de question en relation avec l impact en termes de concurrence entre les collègues et l évolution du financement de la recherche ainsi que l évolution de nos carrière cette dernière évolution crée beaucoup de frustrations et donne un sentiment d écoeurement à beaucoup de personnes ne serait ce que sur ce point je n encouragerai personne à devenir enseignant chercheur bien sûr les requins dents longues et autre ambitieux sans scrupules peuvent y trouver leur place sans les étudiants y compris les doctorants j aurais essayé de quitter ce métier si j avais su ce qu il deviendrais j aurais beaucoup hésité à m engager dans cette voie contraintes administratives croissantes chronophages et sclérosantes qui auto justifient la complexité administrative à l encontre du coeur de notre métier qui nécessite des conditions sereines pour innover expérimenter créer transmettre et diffuser des connaissances perte de l esprit du travail en équipe par une volonté de séparer l administration des enseignants chercheurs au lieu de favoriser la vraie collaboration pour participer aux mêmes missions mise en concurrence croissante entre collègues pour l obtention de financements pour l enseignement et surtout pour la recherche et pour l obtention des promotions et des primes des évaluations sans cesse avec tous les biais qui les accompagnent pour obtenir le moindre financement pour gagner un peu plus en obtenant une prime qui devrait nous faire oublier nos salaires qu il ne faut surtout pas comparer avec celui de copains qui ont eu la bonne idée d aller travailler en entreprise manque énorme de recrutements et nombre croissant d étudiants dont il n est pas possible car je ne suis pas en iut de contrôler les flux impliquant un investissement déraisonnable avec un nombre d heures de travail heures complémentaires travail le soir week end vacances acceptées à cause de la conscience de chacun surtout envers les étudiants doctorants compris et de l espoir de ne pas se fermer les portes d une éventuelle évolution de carrière et surtout pour ceux qui essaient malgré les conditions de remplir au mieux les deux missions qui forment le nom de notre métier burn out de collègues mise en disponibilité de collègues qui partent dans des entreprises et qui ne reviendront probablement jamais mépris de certains responsables envers les collègues manque de confiance désir de tout contrôler de certains responsables notamment administratifs nécessité de devoir tout faire soi même car disparition des supports et des soutiens on passe de plus en plus de notre temps en dehors du coeur de notre métier faire de la comptabilité lire les textes juridiques rédiger des réponses à appels à projet rédiger des dossiers d évaluation faire du travail administratif de scolarité chercher des billets d avions remplir des formulaires mal tournés pour le nième fois remplacer la communication basique par le dépôt de tickets demander des autorisations pour tout je suis dans une zrr devoir attendre des jours pour un problème qui aurait dû être réglé en cinq minutes etc tous ces éléments ont participé à la dégradation progressive de nos conditions de travail et mènent souvent à un sentiment d écoeurement très fort pour ceux qui sont consciencieux respectueux pas trop égoïstes et qui gardent quelques scrupules pour les autres c est un terrain de jeu amusant si on rajoute à tout cela les bonnes conditions actuelles dans le monde des entreprises du domaine où les jeunes négocient des salaires de départ qui rendent ridicules les nôtres avec des conditions de travail incomparables ils peuvent rentrer chez eux le soir et ne pas retravailler une partie de la nuit prendre leurs week ends et leurs vacances sans travailler et surtout sans culpabiliser quel métier étrange et plein d hypocrisie que celui où on a pleuré pendant des années parce que le doctorat n était pas reconnu mais où on a longtemps obligé pour être candidat à un poste d enseignant chercheur à être qualifié discréditant ainsi publiquement le doctorat quel métier étrange où des collègues ont arrêté de faire la moitié de leur métier la recherche mais siègent dans des commissions et autres conseils dans lesquels ils se permettent de juger les dossiers de collègues y compris et surtout puisqu il y a des indicateurs sur le volet recherche et quand ils jugent l investissement collectif l appartenance actuelle ou passée à la même commission ou conseil est un avantage considérable quel métier plein d hypocrisie où on se fait croire que l on juge les trois volets d un dossier mais où en réalité c est la recherche qui est d abord et significativement prise en compte quel métier étrange et plein d hypocrisie que celui où on récompense ceux qui ont un bon dossier en leur permettant de faire moins ou plus du tout d enseignement une charge au sens péjoratif pour pouvoir faire davantage de recherche l activité noble tout en laissant les collègues assumer la charge d enseignement supplémentaire et augmenter ses chances de promotions et d évolution de carrière pendant que les autres font le sale boulot c est à dire tourner la boutique s il n y avait pas les étudiants je pense que j aurais arrêté ps ce formulaire n a pas été relu il y a encore un vous à la place de vos dans cette question beaucoup de questions sont ambiguë ou imprécises des explications auraient dû les accompagner l aspect temporel n est pas clair ou assez pris en compte le regroupement de la notion de relations et de nombre ne permet pas de donner des réponses claires l échelle de réponse change et le sens aussi on est passé de à ci dessus les réponses des pages précédentes parlaient de satisfaction ci dessous ce seraient plutôt des réponses du type oui non ci dessus j ai supposé que signifiait non absolument pas ci dessous il y a marqué nouveau champ conteneur comme je l ai écrit plus haut un travail rigoureux de relecture aurait été le bienvenu sur la forme mais aussi sur le fond je ne pense pas qu il puisse permettre de refléter correctement notre notre ressenti sur nos conditions de travail et sur les évolutions de notre métier mais ce formulaire a le mérite d exister même si je doute qu il serve finalement à quelque chose,0.1997665
15923766,iut sur site délocalisé,0.40241864,,,,,salaire peu attrayant en début de carrière,0.8299782,iut sur site délocalisé salaire peu attrayant en début de carrière,0.7364228
15924241,en ce qui concerne la question nombre moyen d étudiants inscrits sur l ensemble de vos formations toutes années confondues je ne connais pas réellement les effectifs,0.82813424,je dispose d un aménagement de poste de travail pour travailleur handicapé raison pour laquelle je ne fais pas d heures complémentaires,0.13772252,,,j aime enseigner et j aime faire de la recherche mais les conditions concrètes administrations locaux budgets salaires dégradent considérablement le plaisir de faire ce métier,0.42914745,en ce qui concerne la question nombre moyen d étudiants inscrits sur l ensemble de vos formations toutes années confondues je ne connais pas réellement les effectifs je dispose d un aménagement de poste de travail pour travailleur handicapé raison pour laquelle je ne fais pas d heures complémentaires j aime enseigner et j aime faire de la recherche mais les conditions concrètes administrations locaux budgets salaires dégradent considérablement le plaisir de faire ce métier,0.23523833
15924778,l université gustave eiffel n est pas dans la liste,0.72848445,le mélange relation nombre dans les points equipe pédagogiquetechadm est étrange les relations sont bonnes mais les bras manquent,0.40759557,j aime toujours faire de la recherche mais j ai réduit pour des raisons professionnelles,0.6687014,travaillant dans le domaine de l ia au sens large il est très facile pour les doctorants de trouver un job dans le privé avec des conditions bien meilleures que celles que nous pouvons offrir à l université en france les postes lru qui devaient permettre d offrir de meilleurs conditions sont justes utilisé pour faire des postes de mcf au rabais forcément ça n attire pas n étant pas sous statut fonctionnaire et comme cela va probablement devenir de plus en plus courant il serait bien d élargir le cadre de réflexion sur les questions liées aux carrières,0.42818394,l université gustave eiffel n est pas dans la liste le mélange relation nombre dans les points equipe pédagogiquetechadm est étrange les relations sont bonnes mais les bras manquent j aime toujours faire de la recherche mais j ai réduit pour des raisons professionnelles travaillant dans le domaine de l ia au sens large il est très facile pour les doctorants de trouver un job dans le privé avec des conditions bien meilleures que celles que nous pouvons offrir à l université en france les postes lru qui devaient permettre d offrir de meilleurs conditions sont justes utilisé pour faire des postes de mcf au rabais forcément ça n attire pas n étant pas sous statut fonctionnaire et comme cela va probablement devenir de plus en plus courant il serait bien d élargir le cadre de réflexion sur les questions liées aux carrières,0.42825735
15930193,l peu étiquetée informatique recrutement exterieur en l et m donc manque de continuité gros retard sur le lmd et m toujours pensés deadess gros problèmes pour la pédagogie et le recrutement,0.7196729,,,,,recherche sur projet libéralisation du service public aucun avenir fixé à une ville etc,0.09405046,l peu étiquetée informatique recrutement exterieur en l et m donc manque de continuité gros retard sur le lmd et m toujours pensés deadess gros problèmes pour la pédagogie et le recrutement recherche sur projet libéralisation du service public aucun avenir fixé à une ville etc,0.10950793
15933511,changement à venir dans l école d ingénieur qui va nous faire perdre la spécialité informatique,0.78637964,on fait de plus en plus d administratif dont secrétariat emploi du temps surveillance d examens listings,0.19897738,financement de la recherche prend trop de temps sur le temps de recherche on passe notre temps à chercher des sous,0.14390403,nos thésards nous disent ne pas vouloir avoir la même vie que nous c est triste,0.8228548,changement à venir dans l école d ingénieur qui va nous faire perdre la spécialité informatique on fait de plus en plus d administratif dont secrétariat emploi du temps surveillance d examens listings financement de la recherche prend trop de temps sur le temps de recherche on passe notre temps à chercher des sous nos thésards nous disent ne pas vouloir avoir la même vie que nous c est triste,0.51854795
15936532,membre associé depuis,0.7300007,intérêt d enseigner à des étudiants qui ne savent la raison d être de leur étude attendu qu on fasse pour eux ne lisent pas n analyse pas sont incapable de doute ou de questionnemnet et il faut évaluer par les compétences sans opportunité de suivi régulier des tutorats qui se limite à être en jury sans possibilité de savoir ce qui est fait quel formatif incohérence des demandes et des moyens et de la réalité valeur du diplôme quand on vous dit monter les notes,0.432065,le souci est comment faire de la recherche quand les demandes multiples administratives s imposent que les moyens sont difficiles à obtenir ne serait ce que pour une relecture anglaise qu il faut pleurer pour aller en conférence que les revues ne plaisent pas publier,0.3843252,aucune reconnaissance locale pour les profils atypique non dans l acceptation du mandarinat revenu aucune reconnaissance nationale pour les profils transversaux on n entre pas dans les cases cela ce comprends mais alors quel intérêt d être transverse sociétal et inclusif en développant les expertises de nos missions,0.5132666,membre associé depuis intérêt d enseigner à des étudiants qui ne savent la raison d être de leur étude attendu qu on fasse pour eux ne lisent pas n analyse pas sont incapable de doute ou de questionnemnet et il faut évaluer par les compétences sans opportunité de suivi régulier des tutorats qui se limite à être en jury sans possibilité de savoir ce qui est fait quel formatif incohérence des demandes et des moyens et de la réalité valeur du diplôme quand on vous dit monter les notes le souci est comment faire de la recherche quand les demandes multiples administratives s imposent que les moyens sont difficiles à obtenir ne serait ce que pour une relecture anglaise qu il faut pleurer pour aller en conférence que les revues ne plaisent pas publier aucune reconnaissance locale pour les profils atypique non dans l acceptation du mandarinat revenu aucune reconnaissance nationale pour les profils transversaux on n entre pas dans les cases cela ce comprends mais alors quel intérêt d être transverse sociétal et inclusif en développant les expertises de nos missions,0.5074108
15936617,il existe des laboratoires d informatique en france non attachés au cnrs,0.5865595,attention gérer une équipe pédagogique n est pas toujours une tâche pédagogique il n y a rien de pédagogique à faire de la rh pour recruter des vacataires et s assurer qu ils soient payés dans beaucoup de nos universités cette tâche intrinsèquement administrative revient aux ec qui gèrent ces équipes il n y a pas de personnel administratif pour ça pareil ce qui vous appelez le support il est très limité dans beaucoup d universités loins des grands centres de recherche,0.07506763,vous êtes mignons de ne pas mettre l option j aime toujours faire la recherche mais je n ai plus le temps pour en faire ce n est pas pour des raisons personnelles qu on n en fait pas pas parce qu on n a plus le temps si je ne fais pas mes h de courstd mes étudiants n auront pas de courstd c est aussi simple que ça il manque au moins postes d ec dans les unités où j interviens par ailleurs il est important de parler des projets actuellement c est une total perte de temps de vouloir proposer un anr lorsqu on ne fait pas partie des grands labos qui sont toujours graciés ces sont toujours les mêmes qui gagnent les projets nous les autres sommes là juste pour faire grossir les chiffres et dire qu il y a eu tant de demandes et tant de graciés qui sont à peu près toujours les institutions voir les même équipes et les mêmes labos,0.17008214,le bias est bien résumé dans votre question pensez vous qu il est attirant pour de jeunes chercheurs dois je vous rappeler que notre métier ne se résume pas à la recherche si on avait un peu moins de boulets qui ne pensent qu à leur recherche dans nos universités on aurait non seulement des meilleures formations mais globalement on pourrait faire une meilleure répartition des charges et ne pas avoir les mêmes les cons comme moi qui font tout le sale boulot autant dire l enseignement,0.42044044,il existe des laboratoires d informatique en france non attachés au cnrs attention gérer une équipe pédagogique n est pas toujours une tâche pédagogique il n y a rien de pédagogique à faire de la rh pour recruter des vacataires et s assurer qu ils soient payés dans beaucoup de nos universités cette tâche intrinsèquement administrative revient aux ec qui gèrent ces équipes il n y a pas de personnel administratif pour ça pareil ce qui vous appelez le support il est très limité dans beaucoup d universités loins des grands centres de recherche vous êtes mignons de ne pas mettre l option j aime toujours faire la recherche mais je n ai plus le temps pour en faire ce n est pas pour des raisons personnelles qu on n en fait pas pas parce qu on n a plus le temps si je ne fais pas mes h de courstd mes étudiants n auront pas de courstd c est aussi simple que ça il manque au moins postes d ec dans les unités où j interviens par ailleurs il est important de parler des projets actuellement c est une total perte de temps de vouloir proposer un anr lorsqu on ne fait pas partie des grands labos qui sont toujours graciés ces sont toujours les mêmes qui gagnent les projets nous les autres sommes là juste pour faire grossir les chiffres et dire qu il y a eu tant de demandes et tant de graciés qui sont à peu près toujours les institutions voir les même équipes et les mêmes labos le bias est bien résumé dans votre question pensez vous qu il est attirant pour de jeunes chercheurs dois je vous rappeler que notre métier ne se résume pas à la recherche si on avait un peu moins de boulets qui ne pensent qu à leur recherche dans nos universités on aurait non seulement des meilleures formations mais globalement on pourrait faire une meilleure répartition des charges et ne pas avoir les mêmes les cons comme moi qui font tout le sale boulot autant dire l enseignement,0.42002368
