SID,Pouvez-vous expliquer vos réponses merci ...,Note merci
16004099,métier très diversifié avec des avantages et des inconvénients mais une grosse pondération pour les avantages si on a la possibilité de faire une recherche en lien avec ses compétences l autonomie dont on dispose permet de dire que cela reste un beau métier pas de routine on apprend tous les jours,1
16004948,le nombre de missions au fil des ans a augmenté en recherche trouver de plus en plus d argent avec la diminution croissantes des récurrents l augmentation des guichets et des réponses aux appels à projets avec de plus de complexité budget missions des contraintes administratives croissantes des évaluations de plus en plus chronophages en enseignement augmentation du nombre d étudiants aucun outil de pilotage et donc mises en place de solutions maisons dégradation des relations entre les différents services support scolarité multiplication des aménagements en fonction des politiques ministérielles un public de plus en plus dégradé niveau objectivement en baisse il suit un grand nombre de tâches complexes à réaliser en parallèle des changements de contexte permanents peu de temps pour se focaliser sur ses problèmes de recherches une perte de sens dans les missions d enseignements un temps de recherche en baisse année après année en ce qui concerne les jeunes chercheurs le métier a subi tant d évolutions ces dernières années qu il est difficile de prédire ce que sera le monde universitaire dans ans et s il existera encore alors même si les conditions actuelles sont très confortables une fois pr je ne suis pas sur de le recommander à des jeunes,1
16017684,il y a encore de doctorants males avec un bon égo qui aimeraient intégrer les labos et perpétuer ses traditions,0
16019947,c est bien mignon le le souci n est pas tant la répartition que le temps de travail par rapport à un h en pourcentage d un h à l heure actuelle j estime être plutôt sur un je peux attester qu il n est pas attirant mes collègues qui cherchent un poste de recherche préfèrent arrêter la recherche que de devenir enseignants chercheurs en voyant la charge de travail et le fait que cette charge soit la même pour les nouveaux recrutés ceux recrutés il y a ans et ceux qui sont là depuis ans le commentaire que j entends le plus est je ne veux pas finir comme exemple je veux avoir une vie en dehors du boulot et je ne peux pas leur donner tort,0
16026814,concernant la première question il n y a probablement pas de répartition idéale mais il faudrait pouvoir la moduler en tout premier lieux il faudrait que cette répartition ne dépasse pas et qu elle soit cohérente l ufr envisage une répartition le labo mon ressenti est de,1
16031453,le principal problème pour les jeunes chercheurs est le parcours du combattant post doc départ forcé à l étranger enchaînement de cdd qui s impose pendant plusieurs années avant l obtention éventuel d un poste notre métier reste au fond un beau métier mais la dégradation des conditions de travail qui a déjà commencé et qui continue d étudiantsformations et de collègues pour s en occuper de moyens pérennes attribués aux labos de recherche laisse craindre que ça ne durera plus très longtemps,1
16040882,précision ripec je viens de l obtenir,0
16054196,je ne suis plus en charge administrative mais j ai rempli car je viens de démissionner de cette charge le métier est intéressant mais n est pas attractif en terme de qualité de travail et de rémunération concernant la ripec le dossier est en cours de traitement je n ai pas pu remplir sur la prise en compte ou non des charges prises par avance,0
16057316,je pense que ce double métier est épuisant pour tous ceux qui se sentent un minimum concerné je ne crois pas qu il y ait beaucoup d autres métiers avec autant de tâches à traiter en parrallèle les jeunes sont pas dupes et voir les enseignants chercheurs et leurs emplois du temps surchargés courir après le temps est moins attirant,0
16059355,je kiffe trop l enseignement alors c est un métier génial mais le concours d accès aujourd hui nécessite un dossier de recherche de fou qui vise des personnes qui ne seront pas les plus motivées par la partie enseignement et les responsabilités associées ou en tout cas pas dans les proportions qu il faudrait les doctorants actuels ont d ailleurs tendance à ne pas candidater mcf car ils voient la charge de travail des permanents et souhaitent avoir un équilibre de vie et ils ont raison que l on n arrive pas à avoir dans l académique,0
16070983,ce métier dans les conditions qui sont les miennes me donne de plus en plus envie d en changer car les conditions dans mon université se dégradent fortement depuis mon recrutement et il me laisse de moins en moins de temps pour profiter de mes enfants en bas âge depuis que j ai pris des responsabilités administratives et pédagogiques j ai beaucoup de mal à dégager du temps pour la recherche car je trouve que depuis le covid notamment on nous demande sans cesse de nous adapter aux changements nouvelles modalités de candidatures des étudiants demande de justifications en tout sens pour l alternance les recrutements en cdd,0
16071037,les tâches administratives importantes et celles qui permettent une évolution dans la carrière sont difficilement accessibles pour un enseignant chercheur lambda peut être les décorréler de la carrière serait un bon moyen pour mettre tout le monde à s investir dans l enseignement et être productif en recherche,0
16081440,j ai choisi ce métier il y a longtemps pour sa liberté créer des projets en enseignement par exemple j ai animé longtemps un projet sur la déficience visuelle avec des collègues d autres disciplines changer de sujet de recherche changer d enseignements et surtout apprendre de nouvelles choses pourvoir être curieux tout cela s est petit à petit refermé de plus en plus de contraintes en recherche course aux publis quid du temps de découverte apprentissage en enseignement trop d admin et surtout des directives qui arrivent sans aucune concertation sans se préoccuper du fait que cela soit implémentable ou non et sans aucun moyens,0
16081732,métier passionnant mais de plus en plus difficile à pratiquer on devrait avoir le temps d intégrer correctement de nouvelles pratiques pédagogiques pour nous adapter aux nouvelles générations d étudiants côté recherche un financement de base au moins conférencean et allocation doctorale tous les à ans devrait être quasi garanti on passe trop de temps à monter des projets pour un résultat souvent décevant,1
16082042,la situation n est pas mauvaise pour ceux qui arrivent en fin de carrière pr mcfhc c est plus compliqué pour les jeunes et pour les nouveaux il y a beaucoup d incertitudes notamment sur les compensations par rapport à un salaire très en dessous du privé dans le secteur informatique notamment les conditions d enseignement se sont beaucoup dégradées dans de nombreux endroits et ne permettent plus forcément de mener de front ses missions d enseignement et de recherche,0
16082786,oui pour mon intérêt pour le métier j adore enseigner et communiquer avec les étudiants oui je peux le conseiller en précisant bien avant les contraintes qu il y a le nombre d heures supp et la la forte charge administrative par exemple,1
16084393,je pense que les salaires de début de carrière sont très décourageants pour les jeunes docteurs en informatique les avantages de la fonction publique s estompent par rapport au privé et deviennent même parfois des obstacles la mutation y compris pour rapprochement de conjoints est extrêmement difficile à obtenir la rupture conventionnelle existe dans les textes mais n est quasiment jamais mise en uvre la fin de carrière est plutôt bien valorisée,0
16085518,ayant eu la pedr en je ne suis pas concernée par la ripec pour le moment les conditions pour faire de la recherche sont déplorables en plus de ce que j ai dit sur les appels à projets il est difficile de sortir du temps entre les enseignements les tâches administratives les dossiers à effectuer c est vrai qu on ne compte pas les heures donc peut être mal répondu aux questions sur le temps passé en charges administratives mais dans les fait il faut choisir entre refaire son enseignement et avancer dans sa recherche donc selon les années c est l un au détriment de l autre nous n avons pas non plus du temps pour lire correctement l état de l art en recherche ou suivre des formations en enseignements l idéal diminuer le nb d heures d enseignements et encore pour ma part je limite les heures supplémentaires mais grâce à des collègues qui en font énormément valoriser les charges administratives faire en sorte que les mcu fassent plus de cm et de cours en master permettre d obtenir régulièrement des financements de thèse sans répondre à des appels à projets avoir des ingénieurs pour finaliser nos travaux de recherche afin de les valoriser faire tourner les responsabilités,0
16086275,je trouve qu il y a trop d administratif et que le travail de recherche ne paye pas assez je ne comprends pas les décisions des primes pedr ou ripec j ai vraiment l impression d un système obscur je préfèrerai largement un système à la chinoise où on reçoit une prime en fonction de ses publications e g par publi internationale de qualité en tant que premier auteur une grille de primes claire permettrait d avoir des objectifs clairs ça permettrait d avoir des objectifs annuels et surtout de comprendre les décisions,1
16088047,on croule sous la charge sujetsurveillancecorrection des évaluations permanentes des étudiants cci stages la grande hétérogénéité des étudiants est aussi une difficulté et source de frustration,1
16090958,notre métier est passionnant mais les conditions se sont sérieusement dégradées plus d attentes moins de support perte inadmissible de pouvoir d achat perte de considération des instances je ne comprends pas que l on investisse sur des enseignants chercheurs pointus et de qualité et que l on se permette de leur faire perdre des heuresjours à faire des tâches comme remplir des feuilles de temps faire des emplois du temps aux contraintes complexes etc bref beau métier en soit mais aujourd hui les conditions sont devenues déplorables,0
16092842,eu égard la vitesse d évolution des conditions et des exigences de ces métiers beaucoup décomptent le temps restant de leur carrière cela ne peut être des conditions de travail attractives pour la jeunesse,1
16098846,c est dramatique lors des cos de voir tant de candidatures d enseignants chercheurs absolument pas préparées un nombre de plus en plus faibles de bons dossiers je m inquiète très sérieusement quant au devenir de nos universités et du métier en informatique je présume que l industrie est bien plus attractive financièrement mais pourquoi le public et l enseignementrecherche ne semble plus du tout attirer nous courons à la catastrophe au niveau national je le crains,1
16104298,je me vois avec une mission de formation si ce n est pas moi il faut bien que ce soit quelqu un je manque peut être d humilité mais autant que ce soit moi par contre c est vraiment trop solitaire trop de travail dans des conditions imposées par le cadrage national du ministère pour le master meef vraiment pénibles,0
16109618,le statut d ec et son independance est un atout valorisable aupres de jeunes recrutés cependant les conditions de travail avec un morcellement des taches leur comptabilité et de plus en plus de controles sont difficiles a rendre attractifs surtout avec un salaire plus faible qu en entreprise,1
16117375,rémunération basse conditions de travail parfois difficiles en enseignement avec l augmentation des ingérences ministérielles et du volume d étudiants c est un beau métier mais mieux vaut avoir compris dans quoi on s embarque,1
16142714,je continuerai à le conseiller à des futur e s docteur e s mais en mettant en garde sur certains aspects éviter de se faire aspirer dans trop d enseignements ou de tâches administratives en début de carrière garder du temps pour sa recherche essayer de monter des projets anr jcj e début de carrière quand on a encore le temps c est un beau métier mais il nous manque cruellement de moyens humains et financiers,0
16163289,les conditions d exercice varient fortement d une site à un autre de même que les conditions d accueil des jeunes enseignants chercheurs mais la constante en informatique est quand même le poids des heures complémentaires cela me parait extrêmement difficile pour un jeune en début de carrière pour la répartition je n ai pas répondu je ne pense pas qu il y ait une répartition idéale figée au niveau de chaque individu mais que c est au niveau du collectif qu il faudrait raisonner il me semble que nous serions plus efficaces si nous pouvions tenir compte des qualités de chacune et chacun de même pour une personne donnée le ratio devrait aussi pouvoir évoluer tout au long de sa carrière et la personne devrait pouvoir être accompagnée lorsqu elle envisage des changements par contre il me semble important de garder un pied dans la recherche d une manière ou d une autre et un pied dans l enseignement ce pied là étant plus facile à garder,0
16163982,cela reste un métier très important mais peut être trop dépendant de sa compétence recherche un garderavalorisera toujours un bon chercheur même si c est un mauvais enseignant mais pas l inverse suivant la taille des universités c est tout ou rien en terme d enseignement à plus de h personnellement,0
16164005,je pense le métier toujours passionnant il y a plusieurs équilibres à trouver dépendant de chacun l équilibre era évolue avec le temps les envies les opportunités idées il n y a pas d équilibre idéal attention à vouloir être gouverné par les nombres transmettre aux étudiants reste un défi permanent mais quel plaisir quand l idée est passée la pression de la compétition en recherche est trop forte et induit de l inefficacité des frustrations des baisses de solidarité au sein d équipes d enseignants chercheurs mon bonheur a consisté à ne pas se faire trop happé par cette frénésie,1
16165681,trop de charges pas assez payé difficulté de réconcilier travailfamille ceux qui font de belles carrières travaillent tout le temps on décroche pas mais comment tiendra t on j à ans,0
16175162,les doctorants nous voit travailler courir dans tous les sens en perdre le sens et la plupart ne sont plus animés par la flamme nécessaire vu les conditions dégradées sans parler des questions existentielles sur le sens de nos recherches en informatique quand on voit le futur anxieux du coté du réchauffement climatique insensé au sens littéral face au pouvoir grandissant de la machine et notamment l ia un questionnement légitime de se demander si ils veulent faire partie de ce système,1
16188507,pas assez de postes de professeurs on est bloqués en mcf métier pas assez valorisé rémunéré trop d heures d enseignement par rapport aux autres pays européens manque de moyen humain pour travailler trop de cdd par rapport aux cdi il manque la question des salaires de l équité femme homme un gris souci non réglé les femmes ont bien trop de charges par rapport aux hommes à cause des quotas cela est contre productif pour nous les femmes,0
16372159,le métier a évolué avec le temps où de plus en plus de charges administratives sont à réaliser dans notre université l année dernière le nombre d administratifs a dépassé le nombre d enseignant chercheur malheureusement alors que cela aurait dû nous aider il a amplifié notre charge administrative car tous les services nous demandent de tout justifier remplir perdre beaucoup de temps le temps passé pour l obtention de financement a aussi dégénéré au cours des années nous passons de plus en plus de temps à répondre à des appels d offre avec des chances souvent aléatoires en outre la mode des bourses de thèses est très difficile à gérer et très chronophage sinon pour terminer sur une note positive c est vrai que c est un beau métier,1
16373660,trop de charges administratives et souvent trop d heures complémentaires,1
16373827,autonomie de sujets de recherche financements dans différents cadres,0
16373981,le métier est intéressant toutefois il y a de nos jours de nombreux soucis les conditions pour obtenir un poste d enseignantchercheur actuellement sont telles que c est un chemin bien perilleux le déclassement des laboratoires et de leurs chercheurs pose question l évolution des modalités d enseignement me font me demander si cette activité aura encore un sens pour des chercheurs dans quelques années,1
16373993,le métier devient très difficile les publications sont les seules points reconnues dans un dossier,1
16374111,en vrac je me suis toujours beaucoup investi et je pense avoir eu la reconnaissance afférente cependant quand je me retourne sur ma carrière je pense que cet investissement a pris un part trop importante de ma vie equipe pédagogique bcp trop réduite impression que comme pour l hôpital on compte sur l empathie et l abnégation des collègues le métier est super passionnant mais la reconnaissance financière me parait très en deçà de ce qui se pratiquerait dans le privé je me demande sur ma carrière quel a été mon tarif horaire moyen,0
16374158,je ne participe pas à la demande de ripec étant opposé au lean management,1
16374187,faire de la recherche et de l enseignement dans un contexte où le gouvernement ne soutient pas nos missions de service public et inenvisageable,1
16374636,trop de décalage entre les carrières et les salaires en france par rapport à l étranger ou au privé il est temps d abandonner un système vieux de ans et de passer au corps unique pour les enseignants chercheurs l évolution du métier fait que les activités sont identiques de mcf à pr et la séparation de corps n a plus de sens elle ne fait que contribuer à un mandarinat institutionnel renforcé dans certaines disciplines par l obligation d encadrement de doctorat pour passer l hdr qui donne le droit d encadrer des doctorats,0
16374775,oui ce métier est encore intéressant par le côté humain mais il est de plus en plus exigeant pour une reconnaissance toute relative non le métier me semble très peu intéressant pour des jeunes enseignantschercheurs du fait du manque d attractivité du salaire essentiellement en début de carrière en regard de la concurrence dans le privé dans notre secteur avoir une thèse et souvent un post doc et être rémunéré au dessus du smic ça fait réfléchir tout dépend du candidat certains sont encore faits pour ce métier et passeront sur les points moins engageants et heureusement les candidatures sur les postes depuis quelques années montrent que la tendance est inquiétante on ne peut pas se satisfaire d attirer sur des postes de mcf une majorité de collègues en poste dans d autres pays qui eux voient dans nos universités un meilleur cadre que ce qu ils ont la valeur de ces candidats n est pas le sujets mais ils forment un vivier prêt à faire le job pour des conditions qu on ne peut pas continuer de trouver normales,1
16375463,j ai vu les conditions se dégrader depuis mon arrivée à l université j ai vu les instances décisionnaires être reprises en main par des managers et par le privé via les membres extérieurs du ca des projets de fusion qui vont diluer encore plus les voix des agents qui font fonctionner les établissements sont en préparation,1
16376232,sur le papier cela reste un métier très passionnant qui nous laisse une grande liberté avec le recul c est trop prenant pour trop peu de reconnaissance et les libertés sont assez factices car sans financements on ne peut pas grand chose sans publications on est peu reconnu nous sommes également très dépendant des diverses gouvernances laboratoire ou établissement d enseignement qui fonctionnent encore de manière descendante et avec trop peu de considération pour ses personnels,1
16376389,j adore mon métier tant en recherche qu en enseignement mais je trouve qu au cours de ces dernières années les conditions de notre métier s aggravent on nous demande toujours davantage de choses pour aucune revalorisation les responsabilités administratives augmentent énormément sans être intéressantes pour autant le contact avec les étudiants et les collègues chercheurs sont très intéressants et enrichissants mais les perspectives de promotion hors classe par exemple prof sont quasiment nulles,1
16377068,ce métier me plait beaucoup mais je ne suis pas convaincu que les conditions d exercices soient bonnes et je ne le conseillerais à un jeunefutur docteur que s il en a vraiment la vocation mais en cas de doute il pourra sans doute et peut être plus s épanouir tout autant dans un autre métier,0
16377277,la ripec a été donnée à lyon aux ec ayant a a cnu et acac pour éviter de la donner à trop de monde des a se sont transformés en b en local,0
16379403,je pense qu il sera difficile d obtenir un poste de professeur j ai donné trop de mon temps en début de carrière à l unité de formation et je n ai pas eu de reconnaissance au niveau local je remercie le cnu qui a joué son rôle pour donner une reconnaissance de mon travail pour une promotion à la hors classe des mcf à la e demande l étape suivante pour moi est un retour à la recherche pour obtenir une hdr que je pourrais peut être obtenir en même temps que les nouveaux enseignants chercheurs recrutés qui ne s investissent pas autant que moi à l iut j ai obtenu le ripec pour investissement pédagogique en tant que chef de département l an dernier,1
16380109,l enseignement supérieur et la recherche sont réellement une passion j ai la chance de travailler avec des collègues dont une bonne partie s investie aussi dans les tâches d enseignement et d administration ce qui permet de booster mon propre investissement dans ces tâches du point de vue de la recherche je me suis malheureusement transformée en ce que j appelle une inspectrice des travaux finis car tout ce qui est technique est réalisé par mes étudiants en thèse ou en stage mais j apprécie toujours autant les accompagner dans leur travail et je pense malgré tout avoir des choses à leur apporter peut être davantage à un niveau méta pour les aider à définir leurs questions de recherche mais aussi dans ce qui concerne l organisation du travail scientifique en général,1
16382332,j ai eu la ripec à la première campagne jamais demandé de prime avant cela pour la partie administration il n est pas clair ce qui est inclus dans la partie enseignement comme gestion de l équipe pédagogique des stages ce que je ne veux pas faire c est ce qui devrait être fait par les services administratifs ou des personnes chargées du secrétariat qui malheureusement n existent pas,0
16387710,ce métier m intéresse toujours mais la dégradation des conditions d enseignement étudiants et le fait que les activités telles qu encadrement de projet suivi de stage etc soient de moins en moins rémunérées pour des raisons financières font qu en pratique il y a un accroissement de la charge d enseignement la bureaucratie gagne du terrain chaque année ce qui est chronophage et conduit à une perte de sens de notre métier,1
16388855,le sur service chronique en enseignements et en responsabilités pédagogiques est un vrai problème qui est typiquement dû au manque de recrutements de permanents cercle vicieux sans doute puisque l attraction du métier décline auprès des jeunes informaticiens les meilleurs étudiants de master préfèrent s insérer dans l industrie plutôt que de commencer une thèse les nouveaux docteurs préfèrent également faire cela inquiets de la précarité qui leur est promise en débutant une carrière académique,1
16392189,les tâches administratives recouvrent bcp de réalités différentes directeur ou directrice de composante vp ou chargé de mission à l université responsable de formationd annéeetc etc les décharges peuvent exister mais si la conséquence est la surcharge des collègues alors il y a une auto censure à prendre ces décharges,1
16395196,le métier est intéressant les conditions dans lesquelles je l exerce ne sont pas idéales c est un choix de vie il y a des aspects négatifs mais également des aspects positifs il faut juste en informer le futur docteur pour qu il fasse son choix de manière éclairée,0
16395311,j ai passé ans a l étranger et quand je suis revenu j ai vu une profonde dégradation du métier d enseignant chercheur globalement au niveau des salaires des conditions de travail et de la pérennisation des équipes l,1
16395839,il faudrait que le métier soit mieux rémunéré il me semble qu on est dans les dernières positions des classements de l ocde,1
16397296,mes collègues continuent de représenter la partie stimulante de mon environnement de travail mais elle a de plus en plus de mal à contrebalancer tout le reste paupérisation de notre institution stratégie d établissement visant d avantage à gérer la misère qu à être ambitieuse en recherche et en enseignement gouvernance verticale et effacement du rôle des différentes commissions chaos administratif avec charge de travail accrue portée sur les biats et charge mentale pour les étudiants ex jury de premier semestre tenu en avril etc pour ces raisons je ne recommanderais ce métier qu à un jeune doctorant déjà animé par la passion de ses études et capable de faire abstraction de tout le reste il manque peut être un volet à cette étude qui concernerait la relation avec les étudiant e s il devient en effet selon moi de plus en plus difficile de travailler avec euxelles non pas à cause d un absentéisme laxiste ni d une attitude consumériste mais parce qu ils doivent de plus en plus travailler pour pouvoir subsister et ne sont plus disponibles pour leurs études cela fait plusieurs années maintenant que je n ai pas eu le loisir de discuter avec un e étudiant e qui a lu le cours et qui a des questions cela me désole profondément pour finir merci pour cette initiative et tout le travail qui en découle,1
16402375,sans véritable vocation pour l enseignement ou pour la recherche sans revalorisation et la possibilité de moduler ses activités grâce à un taux d accompagnement relevé et des moyens administratifs et financiers un jeune docteur choisira finalement le monde de l entreprise et reviendra donner des vacations,0
16403000,les compétences en informatique sont très recherchées sur le marché du travail le facteur fiche de salaire témoigne dans cette discipline comme dans peu d autres une nécessaire dévotion quand de surcroît se juxtaposent des activités administratives stupides refaire les mêmes tâches freins en tout genre ce peut rapidement être démoralisant,0
16407883,les charges administratives les plus perverses sont celles dont on ne parle jamais partir en mission et se faire rembourser devient un cauchemard idem montage projet j ai remarqué beaucoup de jeunes qui abandonnent ou partent à l étranger ou les conditions sont meilleures et les salaires plus élevés finalement nous n avons que peu de reconnaissance et ça démotive certains,1
16408298,pour les futurs docteurs candidats potentiels au métier d enseigant chercheur le problème majeur reste le salaire globalement très inférieur à ce que peut offrir le privé,0
16525749,le métier est intéressant mais il est vraiment usant de gérer des charges administratives de plus en plus complexes avec les contraintes imposées par l administration et bien peu reconnues d ailleurs enseigner à personnel constant voire réduit devant des promotions de plus en plus importantes et en même temps trouver du temps mais aussi des financements pour sa recherche alors même que les appels de projet sont de plus en plus sélectifs j ai de plus en plus de mal à conseiller ce métier,0
16535155,sur le fond le métier est passionnant mais en pratique c est souvent les taches administratives qui passent avant la recherche et c est très frustrant,0
16535162,métier intéressant oui je le trouve encore intéressant mais pour combien de temps l arrivée de l apprentissage profond bouleverse le métier l expertise d un domaine depuis la thèse jusque maintenant tend à être remplacé par l expertise en apprentissage profond et l utilisation tout azimut de l apprentissage profond indéniablement performant accélère la concurrence et accélère le processus de recherche les résultats avancent vite un enseignant chercheur qui peine à équilibrer enseignement recherche a encore plus de peine à suivre attirant pour jeunes chercheurs le métier peut rester attractif si l enseignement plait inversement si c est juste un moyen de faire de la recherche parce qu il n y avait pas de poste en chercheur pur je le déconseillerais surtout s il risque de devenir mon futur collègue futur docteur les domaines de recherche évoluant très vite il faudra être particulièrement bon et flexible pour pouvoir rebondir et changer de voie,0
16535234,il y a à mon sens une grande diversité de situations selon le lieu d enseignement certaines écoles fonctionnant avec un grand nombre d ec et très peu de vacataires vs certains iut avec de nombreux vacataires à piloter par un faible nombre de permanents et un lien avec la recherche inexistant de recherche facilité à recruter des stagiaires doctorants et dynamique locale de stratégies individuelles notamment dans la réalité des engagements collectifs administratifs et disciplinaires collègues en sous services cela rend difficile d en déduire des généralités il me semble néanmoins indispensable de réduire la complexité du paysage pour simplifier la vie des personnes prenant des charges d intérêt collectif et réduire l effet de stratégies individuelles introduire des vraies décharges d enseignement et pas se contenter d heures de référentiel se transformant en heures complémentaires pour que les charges administratives pédagogiques lourdes se fassent au détriment de la recherche,1
16535983,comment conseiller à un jeune de s investir au delà du raisonnable dans un métier aussi mal payé en comparaison avec ce qu on peut gagner ailleurs et avec aussi peu de reconnaissance,1
16536396,j ai le sentiment que la situation s est fortement dégradée depuis mon arrivée en poste il y a ans notamment en iut où on nous demande de faire de plus en plus de tâches administratives ou pédagogiques sans aucun financement par exemple la mise en place des saé où les étudiants sont censés faire des projets encadrés mais se retrouvent à les faire en complète autonomie par manque de financement et où la rétribution des enseignants en charge de ses saé ne suffit pas à couvrir le temps passé pour évaluer de façon la plus juste possible le travail des étudiants,1
16536816,le métier est toujours intéressant mais les charges administratives et le manque de moyens rendent difficile l épanouissement en enseignement et en recherche,1
16536960,concernant la ripec pas de demande de prime malgré un dossier déjà écrit demande de promotion en cours par principe refus des primes liées à mise en compétition des chercheurs mais demande de salaire perenne et d augmentation du point d indice je ne crois pas aux primes phénomène boule de neige liés aux appels à projets plus de thèses plus de publis plus de projets plus de thèses conduit à la recherche de mise en valeur personnelle la construction des dossier et la mise en valeur du travail prend le pas sur le travail effectif construit de la compétition entre les personnel dans un cadre qui devrait être collaboratif actuellement le métier de chercheur me semble beaucoup moins attirant pour les jeunes chercheurs ils sont sollicités par ailleurs les conditions salariales ne sont pas à la hauteur du travail et de la formation point d indice non mis à jour ratio salaire et augmentation du smic les conditions de travail dégradées manque de personnel jeu sur les coûts cachés pris en charge par les personnels volontaires ne sont pas à la hauteur des enjeux recherche et formation des génération futures pas de soutien de la part du ministère sur ses propres agents exemple critique d islamo gauchisme vis à vis de certaines disciplines,0
16537267,je conseillerais ce métier à un jeune docteur en informatique parce que je pense que pour quelqu un qui a une curiosité scientifique similaire à la mienne il y a peu d autres métiers qui permettent d y consacrer autant de temps même en ayant une activité de recherche un peu en berne c est un confort particulièrement intéressant concernant ripec et avancements de grade j ai suivi un peu étant élu des conseils centraux la procédure appliquée dans mon université et il me semble que la c n est attribuée qu à des dossiers sans aucun trou ce qui ne correspond pas à ma situation inversement je pense que les pratiques locales de valorisation de l implication à divers niveaux me donnent de meilleures chances pour l avancement de grade et oui je pense que tout cela est un peu contradictoire,0
16537389,j aime beaucoup mon métier et si je n avais pas besoin de gagner ma vie je ferai sans douteun peu la même chose mais peut être juste jours par semaine car il est émotionnellement drainant et il faut prendre du temps pour soi pour ne pas se laisser déborder par la maltraitance institutionnelle et le peu de reconnaissance le financement par projet me semble également nuire à son véritable intérêt par rapport au privé la liberté de laisser libre cours à sa curiosité et donc il devient compliqué de le conseiller aux jeunes chercheuses et chercheurs,0
16537460,salaire décevant du travail tout le temps partout et pas toujours intéressant planifier des examens de seconde session ou des jurys faire des emplois du temps je suis responsable de l payé peut être ou h pour ça ce n est pas même pas sûr et cela me demande au moins ou h de travail sur l année ce fonctionnement est une honte avec un enfant d âge ans et une compagne qui a un travail très prenant je dois travailler au moins jours sur une à deux heures le soir après h pour espérer abattre de justesse ma charge de travail bien sûr que je ne peux que difficilement recommander ce métier à de futur docteurs au moins il y a la recherche c est ce qui fait que je continue dans cette voie,0
16537541,la c ne sera donné qu an des collègues je en vois aucune coupure claire de travail permettant de discriminer quels que soient les critères ça sera de la chance la première campagne me montre que mon université n apprécie pas mon travail notes bien moins bonnes que par le cnu ce qui m inquiète c est le climat délétère qu il pourrait en résulter la frustration engendré sera forte cela manque de poste pr en particulier par rapport à certaines disciplines je ne suis plus concerné mais c est moralement compliqué pour les collègues investis les procédures admin sont de plus en plus complexes c est vraiment la plaie gérer les conflit d intérêt dans un comité de sélection devient plus complexe qu écrire un article de recherche sans parler de la procédure zrr pour accueillir un stagiaire,0
16538909,très difficile d être promus,1
16539121,quel métier celui que j exerce aujourd hui n est pas le même que celui dans lequel je me suis engagé il y a ans c est en partie un choix de prise de responsabilités mais j ai le sentiment que celles ci demandent beaucoup beaucoup plus d investissement qu auparavant,0
16539184,la liberté académique a largement diminuée ces évaluations permanentes de tout sont trop consommatrices d énergie et pasteurisent l enseignementrecherche la course aux publications dénature la recherche on ne fait plus de vraie recherche on vise d avoir le maximum de papiers quitte à saucissonner des résultats la créativité n est pas récompensée et l originalité encore moins la sempiternelle course aux projets pour avoir des financements est usante et peu rentable qu on nous foute la paix pour mieux former et mieux chercher au lieu de se soumettre aux dictats de la cti de l hceres de france compétences et que les politiques arrêtent de nous faire croire qu ils soutiennent la recherche alors qu ils détruisent méticuleusement d année en année le patrimoine scientifique durement accumulé par des générations d universitaires,1
16539189,le métier est très intéressant mais les conditions d exercices sont déplorables et cela va en se dégradant je ne crois pas que cela soit une carrière enviable pour un e futur e docteur e,1
16539232,l attractivité du métier diminue fortement avec les années il devient même difficile de trouver un doctorant satisfaisant,1
16539611,il existe un décalage de salaire trop important en la france et l étranger je pense que si j étais plus jeune je quitterai la france,0
16540713,je conseillerais le métier les yeux fermés si le nombre de postes était suffisant je suis cependant réticent à pousser un jeune à s engager dans cette voie car j ai l impression aujourd hui qu il y a beaucoup trop d incertitude sur la possibilité de finalement obtenir un poste,0
16541434,ce métier devrait être l un des plus beaux métiers malheureusement une fois dedans on se rend compte qu il n y a pas que la science et la recherche qui comptent manque d éthique guerre des clans copinage manque de considération et j en passe,1
16543073,nous sommes devenus des chercheurs en financements le manque de moyens financiers et humains pérennes à la fois en recherche et en enseignement alourdissent les charges administratives et les charges d enseignement ce manque induit aussi quête permanente de fonds qui permettraient de faire la recherche que nous n avons pas le temps de faire car passons notre temps à chercher des moyens le monde académique est aujourd hui le royaume des injonctions paradoxales,1
16543182,trop d individualisme les collègues ne pensent qu à leur carrière dans ce métier et pas à tout ce qui est commun les gens prennent des charges administratives juste pour leur cv et les font mal les charges pas reconnues sont laissées aux autres trop de gens font de la recherche sur des sujets sur lesquels ils peuvent publier mais sont ils savent pertinemment que cela ne sert à rien si ce n est à publier et à progresser dans leur carrière plus de sens dans ce métier si ce n est l enseignement qui n est pas valorisé ni même considéré,0
16543253,nous sommes courtisés tous les jours par les industriels avec des salaires beaucoup plus élevés et de meilleurs conditions de travail on continue car la recherche académique et la formation reste notre idéal mais on est usé notre travail n est pas reconnu à sa juste valeur et nos étudiants et thésards se rendent bien compte et sans qu on le disent ils fuient vers d autres horizons il est temps d agir avant que les universités françaises ne se vident de leur force vive,0
16545217,mandarinat abus copinage favoritisme manque de transparence le système est injuste et non propice pour faire de la recherche non étonné que la pays a failli pour découvrir un remède pour le covid,1
