SID,Commentaires éventuels (sur le formulaire ou sur votre situation personnelle),Note personnel,Commentaires éventuels (sur le formulaire ou sur votre appréciation personnelle de l'enseignement),Note enseignement,Commentaires éventuels (sur le formulaire ou sur votre appréciation personnelle de la recherche),Note recherche,Pouvez-vous expliquer vos réponses merci ...,Note merci,Totalite des commentaires,Note total
15904365,"Rattaché à une petite composante de l'université de Poitiers, mais qui n'est pas une UFR, ni une école d'ingé.",-2.0,"Beaucoup de charge due à un petit nombre d'étudiants procéduriers (en augmentation).
Beaucoup de temps passé au suivi des alternants (nombre d'alternants en augmentation).
Beaucoup de réorganisation des enseignements par une succession de réformes lourdes.
Beaucoup de temps passé à trouver des sous pour des dispositifs pédagogiques innovants.
Beaucoup de temps et d'énergie perdus dans le covid !",-2.0,"J'aime toujours faire de la recherche, mais en faire me mène au surmenage.
J'en suis à devoir faire de mon activité pédagogique un thème de recherche !",1.0,"Enseignant chercheur oui, mais pas en France !",-1.0,"Rattaché à une petite composante de l'université de Poitiers, mais qui n'est pas une UFR, ni une école d'ingé. Beaucoup de charge due à un petit nombre d'étudiants procéduriers (en augmentation).
Beaucoup de temps passé au suivi des alternants (nombre d'alternants en augmentation).
Beaucoup de réorganisation des enseignements par une succession de réformes lourdes.
Beaucoup de temps passé à trouver des sous pour des dispositifs pédagogiques innovants.
Beaucoup de temps et d'énergie perdus dans le covid ! J'aime toujours faire de la recherche, mais en faire me mène au surmenage.
J'en suis à devoir faire de mon activité pédagogique un thème de recherche ! Enseignant chercheur oui, mais pas en France !",-4
15908558,plusieurs lieux d'enseignement donc le temps peut varier de 5-10 mn à 45mn (en transport en commun),-1.0,"j'aime toujours enseigner mais j'aime de moins en moins le temps passé à batailler pour les emplois du temps, les notes finales des UES à calculer soi-même etc ...",0.0,,,"pour ce qui est de la répartition E/R/A pas très pertinent ... certaines responsabilités font qu'il devient très difficile pour pas dire illusoire de continuer une activité de recherche, certains projets avec leur gestion mériteraient un arrêt de l'enseignement etc ... ",-2.0,"plusieurs lieux d'enseignement donc le temps peut varier de 5-10 mn à 45mn (en transport en commun) j'aime toujours enseigner mais j'aime de moins en moins le temps passé à batailler pour les emplois du temps, les notes finales des UES à calculer soi-même etc ... pour ce qui est de la répartition E/R/A pas très pertinent ... certaines responsabilités font qu'il devient très difficile pour pas dire illusoire de continuer une activité de recherche, certains projets avec leur gestion mériteraient un arrêt de l'enseignement etc ... ",-3
15909012,"Distance en temps pour transiter de votre lieu d'enseignement à celui de la recherche: 0 si sur l'antenne locale / 40 min sinon

Nombre moyen d'étudiants inscrits sur l'ensemble de vos formations (toutes années confondues) : pas d'autres formations au sein de l'UFR informatique, sinon 18000+ étudiants ailleurs.",1.0,"Constat principal de trop d'heures d'enseignement : J'ai été chargé de mission puis vice-président (3 + 4 ans), je n'ai jamais pu bénéficier de ma décharge d'enseignement (70h) car il fallait faire tourner les formations ou ne pas avoir de solidarité avec mes collègues de ma spécialité (sur lesquels allait retomber mes heures ; pas assez de professionnels externes disponibles).
Nuance : enseigner ne m'a jamais dérangé (je ne compte pas mes heures car il faut former les jeunes !), mais je préfère la recherche (plus stimulant).",-3.0,"J'ai eu de la chance au niveau financement de la recherche des 3 dernières années et ne me plains pas (100% de réussite au premier coup H2020 et PIA2), mais jamais de financement de thèse. Toutefois, faire de la recherche en étant indépendant de contrats / projets est bien plus gratifiant (pouvoir s'associer avec un industriel et travailler librement avec lui sans contraintes--pour peu que cet industriel autorise son personnel à s'engager, plus facile avec des petites entreprises, plus difficile avec les grandes).
Message synthétique : Laissez-nous faire de la recherche, mettez-nous en place un système qui va permettre de gérer et former l'augmentation des jeunes qui nous arrive pour les 10 prochaines années sans dépasser nos 200h annuelles (y compris pour ceux qui devront gérer les formations).",4.0,"Pensez-vous avoir de bonnes chances de progresser dans votre carrière (changement de grade, de classe... ? => Oui, réponse un peu opposée à la page précédente car le contexte des 2 années a venir (2024-2027) est favorable, mais c'est le hasard.",-1.0,"Distance en temps pour transiter de votre lieu d'enseignement à celui de la recherche: 0 si sur l'antenne locale / 40 min sinon

Nombre moyen d'étudiants inscrits sur l'ensemble de vos formations (toutes années confondues) : pas d'autres formations au sein de l'UFR informatique, sinon 18000+ étudiants ailleurs. Constat principal de trop d'heures d'enseignement : J'ai été chargé de mission puis vice-président (3 + 4 ans), je n'ai jamais pu bénéficier de ma décharge d'enseignement (70h) car il fallait faire tourner les formations ou ne pas avoir de solidarité avec mes collègues de ma spécialité (sur lesquels allait retomber mes heures ; pas assez de professionnels externes disponibles).
Nuance : enseigner ne m'a jamais dérangé (je ne compte pas mes heures car il faut former les jeunes !), mais je préfère la recherche (plus stimulant). J'ai eu de la chance au niveau financement de la recherche des 3 dernières années et ne me plains pas (100% de réussite au premier coup H2020 et PIA2), mais jamais de financement de thèse. Toutefois, faire de la recherche en étant indépendant de contrats / projets est bien plus gratifiant (pouvoir s'associer avec un industriel et travailler librement avec lui sans contraintes--pour peu que cet industriel autorise son personnel à s'engager, plus facile avec des petites entreprises, plus difficile avec les grandes).
Message synthétique : Laissez-nous faire de la recherche, mettez-nous en place un système qui va permettre de gérer et former l'augmentation des jeunes qui nous arrive pour les 10 prochaines années sans dépasser nos 200h annuelles (y compris pour ceux qui devront gérer les formations). Pensez-vous avoir de bonnes chances de progresser dans votre carrière (changement de grade, de classe... ? => Oui, réponse un peu opposée à la page précédente car le contexte des 2 années a venir (2024-2027) est favorable, mais c'est le hasard.",1
15909225,"- La question ""Votre ancienneté dans la profession d'enseignant/chercheur (permanent ou non)"" n'est pas assez précise : doit-on compter les années de doctorat quand on a été allocataire de recherche et moniteur de l'enseignement supérieur ? Je les ai comptées. 

- Sans explications, la question ""Nombre moyen d'étudiants inscrits sur l'ensemble de vos formations (toutes années confondues)"" est incompréhensible. De quelles ""années"" s'agit-il ? Que signifie le ""vos"" dans ""vos formations"" ? Sur quoi doit être calculée la moyenne ?",3.0,"- Dans le tableau qui suit la question ""Nombre d'heures complémentaires en moyenne ces deux dernières années"", il n'est absolument pas question des deux dernières années mais de cette année et des cinq dernière années. Quelqu'un a-t-il relu ce questionnaire ?
- Dans la question 6 :
  . dans ""Evaluation de vous enseignements"", au delà du ""vous"", que signifie ""évaluation"" ici ?
  . ""relations"" et ""nombre"" sont des choses très différentes et qui ne sont pas liées ; par exemple, si j'ai de très bons rapports avec les membres de l'équipe pédagogique, mais qu'un manque très important de bras dans cette équipe rend les conditions d'enseignements très difficile, que fait-il répondre ? 
  . que signifie les réponses aux deux dernière questions concernant les responsabilités ? Ce n'est pas clair du tout. Est-ce que ça veut dire ""si vous avez ces responsabilités ou si vous avez eu ces responsabilités"", alors mes conditions pour les exercer sont... C'est ainsi que je les ai interprétées.
  . que veut dire ""responsable de filière"" ? J'ai répondu NSPP car je ne sais pas si je suis concerné. En plus, on ne sait pas si ça concerne le présent ou le passé, même récent...
",-5.0,"Toujours le problème de fusion du critère de nombre et de relations : si les relations sont très bonnes mais le nombre très insuffisant, que faut-il répondre ?
Les réponses proposées pour la question ""Appréciation personnelle sur la recherche"" ne permettent pas d'exprimer mon appréciation.
Je suis étonné de ne pas voir de question en relation avec l'impact en termes de concurrence entre les collègues et l'évolution du financement de la recherche, ainsi que l'évolution de nos carrière. Cette dernière évolution crée beaucoup de frustrations et donne un sentiment d'écoeurement à beaucoup de personnes. Ne serait-ce que sur ce point, je n'encouragerai personne à devenir enseignant-chercheur. Bien sûr les requins, dents longues et autre ambitieux sans scrupules, peuvent y trouver leur place. Sans les étudiants, y compris les doctorants, j'aurais essayé de quitter ce métier. Si j'avais su ce qu'il deviendrais, j'aurais beaucoup hésité à m'engager dans cette voie.",2.0,"- Contraintes administratives croissantes, chronophages et sclérosantes qui auto-justifient la complexité administrative, à l'encontre du coeur de notre métier qui nécessite des conditions sereines  pour innover, expérimenter, créer, transmettre et diffuser des connaissances ;
- perte de l'esprit du travail en équipe par une volonté de séparer l'administration des enseignants-chercheurs au lieu de favoriser la vraie collaboration pour participer aux mêmes missions ;
- mise en concurrence croissante entre collègues pour l'obtention de financements pour l'enseignement et surtout pour la recherche, et pour l'obtention des promotions et des primes ;
- des évaluations sans cesse, avec tous les biais qui les accompagnent, pour obtenir le moindre financement, pour gagner un peu plus en obtenant une prime qui devrait nous faire oublier nos salaires qu'il ne faut surtout pas comparer avec celui de copains qui ont eu la bonne idée d'aller travailler en entreprise ;
- manque énorme de recrutements (et nombre croissant d'étudiants dont il n'est pas possible, car je ne suis pas en IUT, de contrôler les flux) impliquant un investissement déraisonnable avec un nombre d'heures de travail (heures complémentaires, travail le soir, week-end, vacances) acceptées à cause de  la conscience de chacun (surtout envers les étudiants, doctorants compris) et de l'espoir de ne pas se fermer les portes d'une éventuelle évolution de carrière et, surtout, pour ceux qui essaient, malgré les conditions, de remplir au mieux les deux missions qui forment le nom de notre métier ;
- burn-out de collègues ;
- mise en disponibilité de collègues qui partent dans des entreprises et qui ne reviendront probablement jamais ;
- mépris de certains responsables envers les collègues ;
- manque de confiance, désir de tout contrôler de certains responsables, notamment administratifs ;
- nécessité de devoir tout faire soi même car disparition des supports et des soutiens ; on passe de plus en plus de notre temps en dehors du coeur de notre métier : faire de la comptabilité, lire les textes juridiques, rédiger des réponses à appels à projet, rédiger des dossiers d'évaluation, faire du travail administratif de scolarité, chercher des billets d'avions, remplir des formulaires mal tournés pour le nième fois, remplacer la communication basique par le dépôt de tickets, demander des autorisations pour tout (je suis dans une ZRR...), devoir attendre des jours pour un problème qui aurait dû être réglé en cinq minutes, etc.

Tous ces éléments ont participé à la dégradation progressive de nos conditions de travail et mènent souvent à un sentiment d'écoeurement très fort pour ceux qui sont consciencieux, respectueux, pas trop égoïstes et qui gardent quelques scrupules. Pour les autres, c'est un terrain de jeu amusant.
Si on rajoute à tout cela les bonnes conditions actuelles dans le monde des entreprises du domaine où les jeunes négocient des salaires de départ qui rendent ridicules les nôtres, avec des conditions de travail incomparables : ils peuvent rentrer chez eux le soir et ne pas retravailler une partie de la nuit, prendre leurs week-ends et leurs vacances sans travailler et surtout sans culpabiliser...

Quel métier étrange et plein d'hypocrisie que celui où on a pleuré pendant des années parce que le doctorat n'était pas reconnu mais où on a longtemps obligé, pour être candidat à un poste d'enseignant-chercheur, à être qualifié, discréditant ainsi publiquement le doctorat.
Quel métier étrange où des collègues ont arrêté de faire la moitié de leur métier, la recherche, mais siègent dans des commissions et autres conseils dans lesquels ils se permettent de juger les dossiers de collègues, y compris (et surtout, puisqu'il y a des ""indicateurs"") sur le volet recherche. Et quand ils jugent l'investissement collectif, l'appartenance actuelle ou passée à la même commission ou conseil est un avantage considérable.
Quel métier plein d'hypocrisie où on se fait croire que l'on juge les trois volets d'un dossier mais où, en réalité, c'est la recherche qui est d'abord, et significativement, prise en compte.
Quel métier étrange et plein d'hypocrisie que celui où on récompense ceux qui ont un ""bon dossier"",  en leur permettant de faire moins ou plus du tout d'enseignement (une charge au sens péjoratif), pour pouvoir faire davantage de recherche (l'activité noble), tout en laissant les collègues assumer la charge d'enseignement supplémentaire, et augmenter ses chances de promotions et d'évolution de carrière, pendant que les autres font le sale boulot, c'est-à-dire ""tourner la boutique"".

S'il n'y avait pas les étudiants, je pense que j'aurais arrêté.

PS : ce formulaire n'a pas été relu. Il y a encore un ""vous"" à la place de ""vos"" dans cette question. Beaucoup de questions sont ambiguë ou imprécises. Des explications auraient dû les accompagner. L'aspect temporel n'est pas clair ou assez pris en compte. Le regroupement de la notion de ""relations"" et de ""nombre"" ne permet pas de donner des réponses claires. L'échelle de réponse change et le sens aussi (on est passé de 0-5 à 1-5 ci-dessus). Les réponses des pages précédentes parlaient de satisfaction. Ci-dessous, ce seraient plutôt des réponses du type oui-non. Ci-dessus, j'ai supposé, que 1 signifiait ""non, absolument pas"". Ci dessous, il y a marqué ""Nouveau champ ""conteneur"""" : comme je l'ai écrit plus haut, un travail rigoureux de relecture aurait été le bienvenu, sur la forme mais aussi sur le fond. Je ne pense pas qu'il puisse permettre de refléter correctement notre notre ressenti sur nos conditions de travail et sur les évolutions de notre métier.
Mais ce formulaire a le mérite d'exister, même si je doute qu'il serve finalement à quelque chose.",-8.0,"- La question ""Votre ancienneté dans la profession d'enseignant/chercheur (permanent ou non)"" n'est pas assez précise : doit-on compter les années de doctorat quand on a été allocataire de recherche et moniteur de l'enseignement supérieur ? Je les ai comptées. 

- Sans explications, la question ""Nombre moyen d'étudiants inscrits sur l'ensemble de vos formations (toutes années confondues)"" est incompréhensible. De quelles ""années"" s'agit-il ? Que signifie le ""vos"" dans ""vos formations"" ? Sur quoi doit être calculée la moyenne ? - Dans le tableau qui suit la question ""Nombre d'heures complémentaires en moyenne ces deux dernières années"", il n'est absolument pas question des deux dernières années mais de cette année et des cinq dernière années. Quelqu'un a-t-il relu ce questionnaire ?
- Dans la question 6 :
  . dans ""Evaluation de vous enseignements"", au delà du ""vous"", que signifie ""évaluation"" ici ?
  . ""relations"" et ""nombre"" sont des choses très différentes et qui ne sont pas liées ; par exemple, si j'ai de très bons rapports avec les membres de l'équipe pédagogique, mais qu'un manque très important de bras dans cette équipe rend les conditions d'enseignements très difficile, que fait-il répondre ? 
  . que signifie les réponses aux deux dernière questions concernant les responsabilités ? Ce n'est pas clair du tout. Est-ce que ça veut dire ""si vous avez ces responsabilités ou si vous avez eu ces responsabilités"", alors mes conditions pour les exercer sont... C'est ainsi que je les ai interprétées.
  . que veut dire ""responsable de filière"" ? J'ai répondu NSPP car je ne sais pas si je suis concerné. En plus, on ne sait pas si ça concerne le présent ou le passé, même récent...
 Toujours le problème de fusion du critère de nombre et de relations : si les relations sont très bonnes mais le nombre très insuffisant, que faut-il répondre ?
Les réponses proposées pour la question ""Appréciation personnelle sur la recherche"" ne permettent pas d'exprimer mon appréciation.
Je suis étonné de ne pas voir de question en relation avec l'impact en termes de concurrence entre les collègues et l'évolution du financement de la recherche, ainsi que l'évolution de nos carrière. Cette dernière évolution crée beaucoup de frustrations et donne un sentiment d'écoeurement à beaucoup de personnes. Ne serait-ce que sur ce point, je n'encouragerai personne à devenir enseignant-chercheur. Bien sûr les requins, dents longues et autre ambitieux sans scrupules, peuvent y trouver leur place. Sans les étudiants, y compris les doctorants, j'aurais essayé de quitter ce métier. Si j'avais su ce qu'il deviendrais, j'aurais beaucoup hésité à m'engager dans cette voie. - Contraintes administratives croissantes, chronophages et sclérosantes qui auto-justifient la complexité administrative, à l'encontre du coeur de notre métier qui nécessite des conditions sereines  pour innover, expérimenter, créer, transmettre et diffuser des connaissances ;
- perte de l'esprit du travail en équipe par une volonté de séparer l'administration des enseignants-chercheurs au lieu de favoriser la vraie collaboration pour participer aux mêmes missions ;
- mise en concurrence croissante entre collègues pour l'obtention de financements pour l'enseignement et surtout pour la recherche, et pour l'obtention des promotions et des primes ;
- des évaluations sans cesse, avec tous les biais qui les accompagnent, pour obtenir le moindre financement, pour gagner un peu plus en obtenant une prime qui devrait nous faire oublier nos salaires qu'il ne faut surtout pas comparer avec celui de copains qui ont eu la bonne idée d'aller travailler en entreprise ;
- manque énorme de recrutements (et nombre croissant d'étudiants dont il n'est pas possible, car je ne suis pas en IUT, de contrôler les flux) impliquant un investissement déraisonnable avec un nombre d'heures de travail (heures complémentaires, travail le soir, week-end, vacances) acceptées à cause de  la conscience de chacun (surtout envers les étudiants, doctorants compris) et de l'espoir de ne pas se fermer les portes d'une éventuelle évolution de carrière et, surtout, pour ceux qui essaient, malgré les conditions, de remplir au mieux les deux missions qui forment le nom de notre métier ;
- burn-out de collègues ;
- mise en disponibilité de collègues qui partent dans des entreprises et qui ne reviendront probablement jamais ;
- mépris de certains responsables envers les collègues ;
- manque de confiance, désir de tout contrôler de certains responsables, notamment administratifs ;
- nécessité de devoir tout faire soi même car disparition des supports et des soutiens ; on passe de plus en plus de notre temps en dehors du coeur de notre métier : faire de la comptabilité, lire les textes juridiques, rédiger des réponses à appels à projet, rédiger des dossiers d'évaluation, faire du travail administratif de scolarité, chercher des billets d'avions, remplir des formulaires mal tournés pour le nième fois, remplacer la communication basique par le dépôt de tickets, demander des autorisations pour tout (je suis dans une ZRR...), devoir attendre des jours pour un problème qui aurait dû être réglé en cinq minutes, etc.

Tous ces éléments ont participé à la dégradation progressive de nos conditions de travail et mènent souvent à un sentiment d'écoeurement très fort pour ceux qui sont consciencieux, respectueux, pas trop égoïstes et qui gardent quelques scrupules. Pour les autres, c'est un terrain de jeu amusant.
Si on rajoute à tout cela les bonnes conditions actuelles dans le monde des entreprises du domaine où les jeunes négocient des salaires de départ qui rendent ridicules les nôtres, avec des conditions de travail incomparables : ils peuvent rentrer chez eux le soir et ne pas retravailler une partie de la nuit, prendre leurs week-ends et leurs vacances sans travailler et surtout sans culpabiliser...

Quel métier étrange et plein d'hypocrisie que celui où on a pleuré pendant des années parce que le doctorat n'était pas reconnu mais où on a longtemps obligé, pour être candidat à un poste d'enseignant-chercheur, à être qualifié, discréditant ainsi publiquement le doctorat.
Quel métier étrange où des collègues ont arrêté de faire la moitié de leur métier, la recherche, mais siègent dans des commissions et autres conseils dans lesquels ils se permettent de juger les dossiers de collègues, y compris (et surtout, puisqu'il y a des ""indicateurs"") sur le volet recherche. Et quand ils jugent l'investissement collectif, l'appartenance actuelle ou passée à la même commission ou conseil est un avantage considérable.
Quel métier plein d'hypocrisie où on se fait croire que l'on juge les trois volets d'un dossier mais où, en réalité, c'est la recherche qui est d'abord, et significativement, prise en compte.
Quel métier étrange et plein d'hypocrisie que celui où on récompense ceux qui ont un ""bon dossier"",  en leur permettant de faire moins ou plus du tout d'enseignement (une charge au sens péjoratif), pour pouvoir faire davantage de recherche (l'activité noble), tout en laissant les collègues assumer la charge d'enseignement supplémentaire, et augmenter ses chances de promotions et d'évolution de carrière, pendant que les autres font le sale boulot, c'est-à-dire ""tourner la boutique"".

S'il n'y avait pas les étudiants, je pense que j'aurais arrêté.

PS : ce formulaire n'a pas été relu. Il y a encore un ""vous"" à la place de ""vos"" dans cette question. Beaucoup de questions sont ambiguë ou imprécises. Des explications auraient dû les accompagner. L'aspect temporel n'est pas clair ou assez pris en compte. Le regroupement de la notion de ""relations"" et de ""nombre"" ne permet pas de donner des réponses claires. L'échelle de réponse change et le sens aussi (on est passé de 0-5 à 1-5 ci-dessus). Les réponses des pages précédentes parlaient de satisfaction. Ci-dessous, ce seraient plutôt des réponses du type oui-non. Ci-dessus, j'ai supposé, que 1 signifiait ""non, absolument pas"". Ci dessous, il y a marqué ""Nouveau champ ""conteneur"""" : comme je l'ai écrit plus haut, un travail rigoureux de relecture aurait été le bienvenu, sur la forme mais aussi sur le fond. Je ne pense pas qu'il puisse permettre de refléter correctement notre notre ressenti sur nos conditions de travail et sur les évolutions de notre métier.
Mais ce formulaire a le mérite d'exister, même si je doute qu'il serve finalement à quelque chose.",-8
15923766,IUT sur site délocalisé,1.0,,,,,Salaire peu attrayant en début de carrière.,-1.0,IUT sur site délocalisé Salaire peu attrayant en début de carrière.,0
15924241,"en ce qui concerne la question ""Nombre moyen d'étudiants inscrits sur l'ensemble de vos formations (toutes années confondues)"", je ne connais pas réellement les effectifs.",0.0,"je dispose d'un aménagement de poste de travail pour travailleur handicapé, raison pour laquelle je ne fais pas d'heures complémentaires.",-1.0,,,"J'aime enseigner, et j'aime faire de la recherche.
mais les conditions concrètes (administrations, locaux, budgets, salaires) dégradent considérablement le plaisir de faire ce métier.",0.0,"en ce qui concerne la question ""Nombre moyen d'étudiants inscrits sur l'ensemble de vos formations (toutes années confondues)"", je ne connais pas réellement les effectifs. je dispose d'un aménagement de poste de travail pour travailleur handicapé, raison pour laquelle je ne fais pas d'heures complémentaires. J'aime enseigner, et j'aime faire de la recherche.
mais les conditions concrètes (administrations, locaux, budgets, salaires) dégradent considérablement le plaisir de faire ce métier.",-1
15924778,l'Université Gustave Eiffel n'est pas dans la liste,-1.0,"Le mélange ""relation, nombre"" dans les points ""Equipe pédagogique/tech/adm"" est étrange. Les relations sont bonnes mais les bras manquent...",0.0,J'aime toujours faire de la recherche mais j'ai réduit pour des raisons professionnelles ,1.0,"Travaillant dans le domaine de l'IA au sens large, il est très facile pour les doctorants de trouver un job dans le privé avec des conditions bien meilleures que celles que nous pouvons offrir à l'université en France. Les postes LRU qui devaient permettre d’offrir de meilleurs conditions sont justes utilisé pour faire des postes de MCF au rabais, forcément ça n'attire pas.

N'étant pas sous statut fonctionnaire et comme cela va probablement devenir de plus en plus courant, il serait bien d'élargir le cadre de réflexion sur les questions liées aux carrières.  ",0.0,"l'Université Gustave Eiffel n'est pas dans la liste Le mélange ""relation, nombre"" dans les points ""Equipe pédagogique/tech/adm"" est étrange. Les relations sont bonnes mais les bras manquent... J'aime toujours faire de la recherche mais j'ai réduit pour des raisons professionnelles  Travaillant dans le domaine de l'IA au sens large, il est très facile pour les doctorants de trouver un job dans le privé avec des conditions bien meilleures que celles que nous pouvons offrir à l'université en France. Les postes LRU qui devaient permettre d’offrir de meilleurs conditions sont justes utilisé pour faire des postes de MCF au rabais, forcément ça n'attire pas.

N'étant pas sous statut fonctionnaire et comme cela va probablement devenir de plus en plus courant, il serait bien d'élargir le cadre de réflexion sur les questions liées aux carrières.  ",0
15930193,"L1 peu étiquetée informatique -> recrutement exterieur en L3 et M donc manque de continuité.

Gros retard sur le LMD et M2 toujours pensés DEA/DESS => gros problèmes pour la pédagogie et le recrutement",0.0,,,,,"recherche sur projet, libéralisation du service public, aucun avenir, fixé à une ville etc.",1.0,"L1 peu étiquetée informatique -> recrutement exterieur en L3 et M donc manque de continuité.

Gros retard sur le LMD et M2 toujours pensés DEA/DESS => gros problèmes pour la pédagogie et le recrutement recherche sur projet, libéralisation du service public, aucun avenir, fixé à une ville etc.",1
15933511,changement à venir dans l'école d'ingénieur qui va nous faire perdre la spécialité informatique.,-1.0,"on fait de plus en plus d'administratif (dont secrétariat). Emploi du temps, surveillance d'examens, listings, ...",0.0,financement de la recherche prend trop de temps sur le temps de recherche. On passe notre temps à chercher des sous...,1.0,"nos thésards nous disent ne pas vouloir avoir la même vie que nous, c'est triste...",-1.0,"changement à venir dans l'école d'ingénieur qui va nous faire perdre la spécialité informatique. on fait de plus en plus d'administratif (dont secrétariat). Emploi du temps, surveillance d'examens, listings, ... financement de la recherche prend trop de temps sur le temps de recherche. On passe notre temps à chercher des sous... nos thésards nous disent ne pas vouloir avoir la même vie que nous, c'est triste...",-1
15936532,membre associé depuis 2021,0.0,"intérêt d'enseigner à des étudiants qui ne savent la raison d'être de leur étude, attendu qu'on fasse pour eux, ne lisent pas, n'analyse pas, sont incapable de doute ou de questionnemnet et il faut évaluer par les compétences, sans opportunité de suivi régulier ? des tutorats qui se limite à être en jury sans possibilité de savoir ce qui est fait, quel formatif ?  Incohérence des demandes et des moyens et de la réalité. Valeur du diplôme quand on vous dit monter les notes?",1.0,"le souci est comment faire de la recherche quand les demandes multiples administratives s'imposent que les moyens sont difficiles à obtenir, ne serait-ce que pour une relecture anglaise, qu'il faut ""pleurer"" pour aller en conférence ? que les revues ne plaisent pas .... publier ? ",-1.0,"aucune reconnaissance locale pour les profils atypique non dans l'acceptation du mandarinat (revenu)
aucune reconnaissance nationale pour les profils transversaux : on n'entre pas dans les cases, cela ce comprends, mais alors quel intérêt d'être transverse, sociétal et inclusif en développant les expertises de nos 3 missions ?",-3.0,"membre associé depuis 2021 intérêt d'enseigner à des étudiants qui ne savent la raison d'être de leur étude, attendu qu'on fasse pour eux, ne lisent pas, n'analyse pas, sont incapable de doute ou de questionnemnet et il faut évaluer par les compétences, sans opportunité de suivi régulier ? des tutorats qui se limite à être en jury sans possibilité de savoir ce qui est fait, quel formatif ?  Incohérence des demandes et des moyens et de la réalité. Valeur du diplôme quand on vous dit monter les notes? le souci est comment faire de la recherche quand les demandes multiples administratives s'imposent que les moyens sont difficiles à obtenir, ne serait-ce que pour une relecture anglaise, qu'il faut ""pleurer"" pour aller en conférence ? que les revues ne plaisent pas .... publier ?  aucune reconnaissance locale pour les profils atypique non dans l'acceptation du mandarinat (revenu)
aucune reconnaissance nationale pour les profils transversaux : on n'entre pas dans les cases, cela ce comprends, mais alors quel intérêt d'être transverse, sociétal et inclusif en développant les expertises de nos 3 missions ?",-3
15936617,Il existe des laboratoires d'informatique en France non attachés au CNRS. ,0.0,"Attention : gérer une équipe pédagogique n'est pas toujours une tâche pédagogique. Il n'y a rien de pédagogique à faire de la RH pour recruter des vacataires et s'assurer qu'ils soient payés. Dans beaucoup de nos universités, cette tâche intrinsèquement administrative revient aux EC qui gèrent ces équipes. Il n'y a pas de personnel administratif pour ça. Pareil ce qui vous appelez le ""support"": il est très limité dans beaucoup d'universités loins des grands centres de recherche.  ",-4.0,"Vous êtes mignons de ne pas mettre l'option ""j'aime toujours faire la recherche mais je n'ai plus le temps pour en faire""... Ce n'est pas pour des ""raisons personnelles"" qu'on n'en fait pas, pas parce qu'on n'a plus le temps. Si je ne fais pas mes 300h de cours/TD, mes étudiants n'auront pas de cours/TD, c'est aussi simple que ça. Il manque au moins 3 postes d'EC dans les unités où j'interviens. 
Par ailleurs, il est important de parler des projets : actuellement, c'est une total perte de temps de vouloir proposer un ANR lorsqu'on ne fait pas partie des grands labos qui sont toujours graciés. Ces sont toujours les mêmes qui gagnent les projets, nous, les autres, sommes là juste pour faire grossir les chiffres et dire qu'il y a eu tant de demandes et tant de graciés (qui sont à peu près toujours les institutions, voir les même équipes et les mêmes labos).  ",-6.0,"Le bias est bien résumé dans votre question: ""Pensez-vous qu'il est attirant pour de jeunes ***chercheurs*** ?"". Dois-je vous rappeler que notre métier ne se résume pas à la recherche? Si on avait un peu moins de boulets qui ne pensent qu'à leur recherche dans nos universités, on aurait non seulement des meilleures formations, mais globalement, on pourrait faire une meilleure répartition des charges et ne pas avoir les mêmes (les cons comme moi) qui font tout le ""sale"" boulot, autant dire, l'enseignement.  ",-1.0,"Il existe des laboratoires d'informatique en France non attachés au CNRS.  Attention : gérer une équipe pédagogique n'est pas toujours une tâche pédagogique. Il n'y a rien de pédagogique à faire de la RH pour recruter des vacataires et s'assurer qu'ils soient payés. Dans beaucoup de nos universités, cette tâche intrinsèquement administrative revient aux EC qui gèrent ces équipes. Il n'y a pas de personnel administratif pour ça. Pareil ce qui vous appelez le ""support"": il est très limité dans beaucoup d'universités loins des grands centres de recherche.   Vous êtes mignons de ne pas mettre l'option ""j'aime toujours faire la recherche mais je n'ai plus le temps pour en faire""... Ce n'est pas pour des ""raisons personnelles"" qu'on n'en fait pas, pas parce qu'on n'a plus le temps. Si je ne fais pas mes 300h de cours/TD, mes étudiants n'auront pas de cours/TD, c'est aussi simple que ça. Il manque au moins 3 postes d'EC dans les unités où j'interviens. 
Par ailleurs, il est important de parler des projets : actuellement, c'est une total perte de temps de vouloir proposer un ANR lorsqu'on ne fait pas partie des grands labos qui sont toujours graciés. Ces sont toujours les mêmes qui gagnent les projets, nous, les autres, sommes là juste pour faire grossir les chiffres et dire qu'il y a eu tant de demandes et tant de graciés (qui sont à peu près toujours les institutions, voir les même équipes et les mêmes labos).   Le bias est bien résumé dans votre question: ""Pensez-vous qu'il est attirant pour de jeunes ***chercheurs*** ?"". Dois-je vous rappeler que notre métier ne se résume pas à la recherche? Si on avait un peu moins de boulets qui ne pensent qu'à leur recherche dans nos universités, on aurait non seulement des meilleures formations, mais globalement, on pourrait faire une meilleure répartition des charges et ne pas avoir les mêmes (les cons comme moi) qui font tout le ""sale"" boulot, autant dire, l'enseignement.  ",-11
